id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),
SlaT-2957-n1,relinquo,v#v-w69_MPf13_MP,relinquo-05,v#01842367,122569,"ACT, PAT",eam rem in medio relinquemus,,,,,
SlaT-2958-n1,dico,v#v-w9_MPf44_MP,dico2-12,v#00953216,99302,"ACT, PAT",de superiore coniuratione satis dictum,,,,,
SlaT-2958-n2,conjuratio,v#v-w1094_MPf4_MP,coniuratio-05,n#05908882,95954,ACT,de superiore coniuratione satis dictum,,,,,
Par. 20,,,,,,,,,,,,
SlaT-2959-n3,video,v#v-w16_MPf20_MP,uideo-09,v#02129289,130163,"ACT, PAT","ubi eos, quos paulo ante memoravi, convenisse videt",,,,,
SlaT-2959-n4,convenio,v#v-w93_MPf37_MP,conuenio-07,v#02428924,96424,ACT,"eo convenere senatorii ordinis P. Lentulus Sura, P. Autronius, L. Cassius Longinus, C. Cethegus",,,,,
SlaT-2959-n6,memoro,v#v-w694_MPf7_MP,memoro-05,v#01024190,112007,"ACT, PAT","inopia rei familiaris et conscientia scelerum, quae utraque iis artibus auxerat, quas supra memoravi",,,,,
SlaT-2959-n10,ago,v#v-w250_MPf16_MP,08-06,v#00813978,88140,"ACT, PAT, REG",cum singulis multa saepe egerat,,,,,
SlaT-2959-n14,credo,v#v-w146_MPf16_MP,credo-01,v#00631737,96881,"ACT, PAT",in rem fore credens univorsos adpellare et cohortari,,,,,
SlaT-2959-n16,sum,v#v-w2_MPf81_MP,have-mod-91,,,,,,,,,
SlaT-2959-n20,appello,v#v-w607_MPf5_MP,appello-09,v#00989201,89580,"ACT, PAT",in rem fore credens univorsos adpellare et cohortari,,,,,
SlaT-2959-n21,cohortor,v#v-w1039_MPf2_MP,cohortor-02,v#00771341,94757,"ACT, PAT",in rem fore credens univorsos adpellare et cohortari,,,,,
SlaT-2959-n22,secedo,v#v-w1234_MPf4_MP,secedo-05,v#02428487,123945,"ACT, DIR3",in abditam partem aedium secedit,,,,,
SlaT-2959-n24,abdo,v#v-w1235_MPf1_MP,abdo-05,v#02145271,86865,"ACT, PAT",in abditam partem aedium secedit,,,,,
SlaT-2959-n26,habeo,v#v-w73_MPf16_MP,habeo-NEW-24,v#00989602,105044,"ACT, PAT",orationem huiusce modi habuit,"deliver (a speech, oration, or idea)",,,,
SlaT-2959-n28,amoveo,v#v-w1236_MPf2_MP,amoueo-08,v#02002720,88725,"ACT, ORIG, PAT",omnibus arbitris procul amotis,,,,,
SlaT-2960-n1,cado,v#v-w122_MPf6_MP,cado-NEW-36,v#00339934,92179,ACT,"ni virtus fidesque vostra spectata mihi forent, nequiquam opportuna res cecidisset",come to pass,,,,
SlaT-2960-n2,specto,v#v-w602_MPf2_MP,specto-NEW-24,v#02531625,125299,"ACT, PAT","ni virtus fidesque vostra spectata mihi forent, nequiquam opportuna res cecidisset","put to the test, as for its quality, or give experimental use to",,,,
SlaT-2961-n2,sum,v#v-w2_MPf102_MP,have-place-01,,,,"spes magna, dominatio, in manibus frustra fuissent",,,,Q,
SlaT-2961-n6,dominatio,v#v-w1144_MPf4_MP,dominatio-04,n#14442530,100053,"ACT, PAT","spes magna, dominatio, in manibus frustra fuissent",,NON-EVENT?,,,
SlaT-2961-n9,capto,v#v-w923_MPf2_MP,capto-03,v#02001858,92784,"ACT, PAT",neque ego per ignaviam aut vana ingenia incerta pro certis captarem,,,,,
SlaT-2962-n2,audeo,v#v-w479_MPf2_MP,audeo-04,v#02545045,90638,"ACT, PAT",animus ausus est maxumum atque pulcherrumum facinus incipere,,,,,
SlaT-2962-n3,cognosco,v#v-w118_MPf36_MP,cognosco-06,v#00598954,94738,"ACT, PAT",multis et magnis tempestatibus vos cognovi fortis fidosque mihi,,,,,
SlaT-2962-n11,fidus,v#v-w1174_MPf2_MP,,,,,,,NAs,,,
SlaT-2962-n15,incipio,v#v-w121_MPf23_MP,incipio-02,v#00348746,106965,"ACT, PAT",animus ausus est maxumum atque pulcherrumum facinus incipere,,,,,
SlaT-2962-n20,intelligo,v#v-w117_MPf17_MP,intellego-02,v#00591115,108367,"ACT, PAT",vobis eadem quae mihi bona malaque esse intellexi,,,,,
SlaT-2962-n22,sum,v#v-w2_MPf99_MP,belong-91,,,,,,,,,
2962a3,sum,v#v-w2_MPf99_MP,belong-91,,,,,,,,,
SlaT-2963-n1,sum,v#v-w2_MPf239_MP,identity-91,,,,,,,,,
SlaT-2963-n5,volo^velle,v#v-w383_MPf7_MP,uolo-11,v#01825237,130745,"ACT, PAT","idem uelle atque idem nolle, ea demum firma amicitia est",,,,,
SlaT-2963-n7,nolo,v#v-w593_MPf2_MP,nolo-01,v#00797430,113794,"ACT, PAT","idem uelle atque idem nolle, ea demum firma amicitia est",,,,,
SlaT-2964-n2,audio,v#v-w216_MPf4_MP,nolo-01,v#00797430,113794,"ACT, PAT","ego quae mente agitavi, omnes iam antea divorsi audistis",,,,,
SlaT-2964-n3,agito,v#v-w631_MPf5_MP,agito-04,v#00813044,88103,"ACT, PAT","ego quae mente agitavi, omnes iam antea divorsi audistis",,,,,
SlaT-2964-n8,diversus,v#v-w323_MPf1_MP,,,,,,,NON-EVENT,,,
SlaT-2965-n1,accendo,v#v-w754_MPf2_MP,accendo-06,v#01761120,87089,"ACT, PAT","mihi in dies magis animus accenditur, quom considero, quae condicio vitae futura sit, nisi nosmet ipsi vindicamus in libertatem",,,,,
SlaT-2965-n7,considero,v#v-w27_MPf11_MP,considero-03,v#00711715,96054,"ACT, PAT","mihi in dies magis animus accenditur, quom considero, quae condicio vitae futura sit, nisi nosmet ipsi vindicamus in libertatem",,,,,
SlaT-2965-n8,sum,v#v-w2_MPf100_MP,have-mod-91,,,,,,,,,
SlaT-2965-n12,vindico,v#v-w24_MPf12_MP,uindico-10,v#02497062,130252,"ACT, PAT","mihi in dies magis animus accenditur, quom considero, quae condicio vitae futura sit, nisi nosmet ipsi vindicamus in libertatem",,,,"together with in libertatem, in UMR graph",
SlaT-2966-n3,concedo,v#v-w352_MPf5_MP,concedo-12,v#02235229,95456,"ACT, ADDR, PAT",res publica in paucorum potentium ius atque dicionem concessit,,,,,
SlaT-2966-n10,dicio,v#v-w1088_MPf2_MP,,,,,,,NON-EVENT,,,
SlaT-2966-n12,sum,v#v-w2_MPf104_MP,have-role-91,,,,,,,,,
SlaT-2966-n17,pendeo,v#v-w681_MPf3_MP,pendo-07,v#02251743,116474,"ACT, PAT",populi nationes stipendia pendere,,,,disagree with lemma,
SlaT-2967-n1,sum,v#v-w2_MPf100_MP,identity-91/have-mod-91,,,,,,,,"it seems both, multiple predicates although not distinct in TG. The solution would be to split them (volgus fuimus sine gratia, sine auctoritate VS iis obnoxii)",
SlaT-2967-n14,obnoxius,v#v-w1205_MPf1_MP,,,,,,,,,,
SlaT-2967-n16,sum,v#v-w2_MPf226_MP,doppio dativo?,,,,,,,,,
SlaT-2967-n18,valeo,v#v-w622_MPf4_MP,ualeo-01,v#00065495,129509,ACT,"iis obnoxii, quibus, si res publica valeret, formidini essemus",,,,,
SlaT-2968-n3,sum,v#v-w2_MPf240_MP,have-place-91,,,,,,,,,
SlaT-2968-n6,potentia,v#v-w313_MPf2_MP,potentia-04,n#05190804,118570,"ACT, PAT","divitiae honori esse coepere, et eas gloria imperium potentia sequebatur",,NON-EVENT,,,
SlaT-2968-n10,volo^velle,v#v-w383_MPf2_MP,uolo-01,v#00698398,130745,"ACT, PAT","omnis gratia potentia, honos divitiae apud illos sunt aut ubi illi volunt",,,,,
SlaT-2969-n1,relinquo,v#v-w69_MPf19_MP,relinquo-NEW-08,v#02255462,122569,"ACT, ADDR, PAT","nobis reliquere pericula repulsas, iudicia egestatem",let have,,,,
SlaT-2970-n1,patior,v#v-w450_MPf1_MP,patior-04,v#00668099,116222,"ACT, PAT","quae quo usque tandem patiemini, o fortissumi viri?",,,,,
SlaT-2971-n1,praesto,v#v-w581_MPf8_MP,praesto2-NEW-11,,119246,ACT,"emori per virtutem praestat quam vitam miseram atque inhonestam, ubi alienae superbiae ludibrio fueris, per dedecus amittere","be preferable, be better",,,subject clause,
SlaT-2971-n3,emorior,v#v-w1237_MPf1_MP,emorior-04,v#00358431,101009,ACT,"emori per virtutem praestat quam vitam miseram atque inhonestam, ubi alienae superbiae ludibrio fueris, per dedecus amittere",,,,,
2971a2,praesto,v#v-w581_MPf8_MP,praesto2-NEW-11,,119246,ACT,"emori per virtutem praestat quam vitam miseram atque inhonestam, ubi alienae superbiae ludibrio fueris, per dedecus amittere","be preferable, be better",,,subject clause,
SlaT-2971-n5,amitto,v#v-w596_MPf2_MP,amitto-12,v#02287789,88724,"ACT, PAT","emori per virtutem praestat quam vitam miseram atque inhonestam, ubi alienae superbiae ludibrio fueris, per dedecus amittere",,,,,
SlaT-2971-n10,sum,v#v-w2_MPf227_MP,doppio dativo?,,,,,,,,,
SlaT-2971-n13,alienus,v#v-w1336_MPf3_MP,,,,,,,,,figurative meaning?,
SlaT-2972-n5,sum,v#v-w2_MPf102_MP,have-location-01/have-91,,,,victoria in manu nobis est,,,,,
SlaT-2972-n13,vigeo,v#v-w1125_MPf2_MP,uigeo-01,v#00310386,130174,ACT,"viget aetas, animus valet",,,,,
SlaT-2972-n15,valeo,v#v-w622_MPf4_MP,ualeo-01,v#00065495,129509,ACT,"viget aetas, animus valet",,,,,
SlaT-2973-n1,consenesco,v#v-w1238_MPf1_MP,consenesco-07,v#00421917,96026,ACT,illis annis atque divitiis omnia consenverunt,,,,,
SlaT-2974-n4,opus,v#v-w1019_MPf3_MP,opus-est-NEW-01,v#01188725,115170,"ACT, PAT",incepto opus est,have need of,,,,
SlaT-2974-n5,incipio,v#v-w121_MPf21_MP,incipio-06,v#01864230,106965,"ACT, PAT","incepto opus est, cetera res expediet",,,,,
SlaT-2974-n6,expedio,v#v-w767_MPf5_MP,expedio-22,v#02611106,102147,ACT,"incepto opus est, cetera res expediet",,,,,
SlaT-2975-n1,tolero,v#v-w782_MPf2_MP,tolero-02,v#00668099,128354,"ACT, PAT","quis mortalium, cui virile ingenium est, tolerare potest illis divitias superare",,,,toleror (dep) mapped to tolero (act),
SlaT-2975-n5,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,
SlaT-2975-n10,supero,v#v-w207_MPf3_MP,supero-17,v#02715279,126911,ACT,"quis mortalium, cui virile ingenium est, tolerare potest illis divitias superare",,,,,
SlaT-2975-n13,profundo,v#v-w1142_MPf3_MP,profundo-06/profundo-07/profundo-14,v#01158181/v#01195804/v#02268351,119735,"ACT, PAT",divitias [...] quas profundant in extruendo mari et montibus coaequandis,,merge,,,
SlaT-2975-n16,extruo,v#v-w1239_MPf1_MP,exstruo-06,v#01661243,102365,"ACT, PAT",divitias [...] quas profundant in extruendo mari et montibus coaequandis,,,,,
SlaT-2975-n18,coaequo,v#v-w1240_MPf1_MP,coaequo-NEW-03,v#01307142,94611,"ACT, PAT",divitias [...] quas profundant in extruendo mari et montibus coaequandis,make level or straight,,,,
SlaT-2975-n20,desum,v#v-w229_MPf9_MP,desum-NEW-03,v#02632567,98996,"ACT, PAT",nobis rem familiarem etiam ad necessaria deesse,"be without, lack; be deficient in",,,,
2976a1,tolero,v#v-w782_MPf2_MP,tolero-02,v#00668099,128354,"ACT, PAT","quis mortalium, cui virile ingenium est, tolerare potest illis divitias superare",,,,toleror (dep) mapped to tolero (act),
SlaT-2976-n2,continuo,v#v-w508_MPf1_MP,continuo-04,v#01295275,96299,"ACT, PAT",illos binas aut amplius domos continuare,,,,,
SlaT-2976-n8,sum,v#v-w2_MPf171_MP,belong-91,,,,,,,,,
SlaT-2977-n18,vinco,v#v-w143_MPf2_MP,,,,,summa lubidine divitias suas vincere nequeunt,,,,,
SlaT-2977-n3,emo,v#v-w785_MPf3_MP,emo-04,v#02207206,100998,"ACT, PAT","quom tabulas signa toreumata emunt, nova dirvunt alia aedificant",,,,,
SlaT-2977-n7,diruo,v#v-w1241_MPf1_MP,diruo-02,v#01656458,99580,"ACT, PAT","quom tabulas signa toreumata emunt, nova dirvunt alia aedificant",,,,,
SlaT-2977-n9,aedifico,v#v-w1118_MPf3_MP,aedifico-03,v#01661243,87744,"ACT, PAT","quom tabulas signa toreumata emunt, nova dirvunt alia aedificant",,,,,
SlaT-2977-n12,traho,v#v-w196_MPf8_MP,traho-11,v#01195804,128552,"ACT, DIR1, DIR3, PAT",omnibus modis pecuniam trahunt vexant,,,,,
SlaT-2977-n16,vexo,v#v-w851_MPf4_MP,uexo-NEW-22,v#01195804,130087,"ACT, PAT",omnibus modis pecuniam trahunt vexant,spend frivolously and unwisely,,,,
SlaT-2977-n19,libido,v#v-w1112_MPf5_MP,libido-NEW-08,,110407,"ACT, PAT",animus inbutus malis artibus haud facile lubidinibus carebat,"unlawful or inordinate desire, passion, caprice",NON-EVENT,,,
SlaT-2978-n3,sum,v#v-w2_MPf241_MP,belong-91,,,,,,,,,
2978a1,sum,v#v-w2_MPf171_MP,belong-91,,,,,,,,,
SlaT-2978-n9,alienus,v#v-w1336_MPf3_MP,,,,,,,NON-EVENT,,,
2978a2,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,
2978a3,sum,v#v-w2_MPf115_MP,belong-91,,,,,,,,,
SlaT-2979-n1,habeo,MISSING,have-91,,,,,,,,MISSING because it does not have any valency frame (error?),
SlaT-2980-n1,expergiscor,v#v-w1242_MPf2_MP,expergiscor-02,v#02083806,102159,ACT,quin igitur expergiscimini?,,,,,
SlaT-2981-n1,sino,v#v-w719_MPf4_MP,,,,,"illa quam saepe optastis libertas, praeterea divitiae decus gloria in oculis sita sunt",,,,sino,
SlaT-2981-n6,opto,v#v-w599_MPf3_MP,opto-05,v#01826378,115160,"ACT, PAT","illa quam saepe optastis libertas, praeterea divitiae decus gloria in oculis sita sunt",,,,,
SlaT-2982-n1,pono,v#v-w12_MPf50_MP,pono-NEW-32,v#02296726,118414,"ACT, PAT",fortuna omnia ea victoribus praemia posuit,"make available or accessible, provide or furnish",,,,
SlaT-2982-n5,victor,v#v-w1172_MPf1_MP,uinco-05,v#01108148,130232,"ACT, PAT",fortuna omnia ea victoribus praemia posuit,,,,,
SlaT-2983-n1,hortor,v#v-w710_MPf7_MP,hortor-05,v#01649999,105727,"ACT, ADDR, PAT",nobiles quos magis dominationis spes hortabatur quam inopia aut alia necessitudo,,,,,
2983a2,hortor,v#v-w710_MPf7_MP,hortor-05,v#01649999,105727,"ACT, ADDR, PAT",nobiles quos magis dominationis spes hortabatur quam inopia aut alia necessitudo,,,,,
SlaT-2984-n1,utor,v#v-w28_MPf5_MP,utor-03,v#01158872,130923,"ACT, PAT",uel imperatore vel milite me utimini,,,PAT in ablative,,
SlaT-2985-n1,absum,v#v-w994_MPf5_MP,absum-02,v#00421535 ,87040,"ACT, ORIG",neque animus neque corpus a vobis aberit,,,,,
SlaT-2986-n1,ago,v#v-w250_MPf17_MP,ago-NEW-29,v#01640855,88140,"ACT, PAT",ipsa [...] vobiscum una consul agam,put in effect,,,,
SlaT-2986-n4,spero,v#v-w222_MPf4_MP,spero-08,v#01826723,125334,"ACT, PAT",ut spero,,,,,
SlaT-2986-n9,fallo,v#v-w623_MPf5_MP,fallo-06,v#00854420,102847,"ACT, PAT",nisi forte me animus fallit et vos servire magis quam imperare parati estis,,,,,
SlaT-2986-n13,paro,v#v-w572_MPf4_MP,paro-01,v#00406243,116061,"ACT, PAT",nisi forte me animus fallit et vos servire magis quam imperare parati estis,,,,,
SlaT-2986-n15,servio,v#v-w760_MPf4_MP,seruio-NEW-06,,124541,"ACT, PAT",nisi forte me animus fallit et vos servire magis quam imperare parati estis,"be enslaved to, serve",,PAT in dative,,
2986a5,paro,v#v-w572_MPf4_MP,paro-01,v#00406243,116061,"ACT, PAT",nisi forte me animus fallit et vos servire magis quam imperare parati estis,,,,,
SlaT-2986-n17,impero,v#v-w601_MPf5_MP,impero-05,v#00751887,106539,"ACT, PAT",nisi forte me animus fallit et vos servire magis quam imperare parati estis,,,,,
