id,lemma,V1 frame,UMR,synset_id,URI lemma,roles,example,definition,notes,gramm_info,additional notes (not for processing),
SlaT-2860-n19,pello,v#v-w632_MPf5_MP,pello-10,v#02002720,116455,"ACT,DIR3,PAT",qui signa relinquere aut pulsi loco cedere ausi erant,,,,,
2861a1,habeo,v#v-w73_MPf55_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",virtus clara aeternaque habetur,,,,"in UMR this node would be absent, and the two coordinate clauses would simply be coordinated (with no need of repeting the governing node)",
SlaT-2861-n4,agito,v#v-w631_MPf4_MP,agito-NEW-16,v#00943837,88103,"ACT, PAT",beneficiis magis quam metu imperium agitabant,give expression to,,,,
2861a4,agito,v#v-w631_MPf4_MP,agito-NEW-16,v#00943837,88103,"ACT, PAT",beneficiis magis quam metu imperium agitabant,give expression to,,,,
SlaT-2861-n9,ignosco,v#v-w787_MPf2_MP,ignosco-02,v#00903385,106175,"ACT, ADDR, PAT",accepta iniuria ignoscere quam persequi malebant,,,,,
SlaT-2861-n10,accipio,v#v-w217_MPf31_MP,accipio-01,v#00065639,87119,"ACT, PAT",accepta iniuria ignoscere quam persequi malebant,,,,,
SlaT-2861-n12,persequor,v#v-w825_MPf2_MP,persequor-NEW-10,,117303,"ACT, PAT",accepta iniuria ignoscere quam persequi malebant,prosecute,,,,
Par. 10,,,,,,,,,,,,
SlaT-2862-n2,coepio,v#v-w575_MPf2_MP,coepio-01,v#00345761,94695,"ACT, PAT",Lacedaemonii et Athenienses coepere urbis atque nationes subigere,,,,,
SlaT-2862-n4,cresco,v#v-w648_MPf3_MP,cresco-03,v#00230746,96925,ACT,civitas [...] brevi creverit,,,,,
SlaT-2862-n10,domo,v#v-w778_MPf4_MP,domo-05,v#01108148,100067,"ACT, PAT",reges magni belli domiti,,,,,
SlaT-2862-n14,subigo,v#v-w856_MPf4_MP,subigo-12,v#02496816,126124,"ACT, PAT",nationes ferae et populi ingentes vi subacti,,,,,
SlaT-2862-n21,intereo,v#v-w1160_MPf1_MP,intereo-03,v#00427397,108458,ACT,Carthago aemula imperi Romani ab stirpe interiit,,,,,
SlaT-2862-n23,aemulus,v#v-w1161_MPf1_MP,,,,,,,NAs,,,
SlaT-2862-n27,pateo,v#v-w128_MPf12_MP,pateo-02,v#01346804,116202,ACT,cuncta maria terraque patebant,,,,,
SlaT-2862-n34,saevio,v#v-w828_MPf2_MP,saeuio-02,v#02723016,123125,ACT,saevire fortuna ac miscere omnia coepit,,,,,
SlaT-2862-n35,misceo,v#v-w619_MPf4_MP,misceo-07,v#01418667,112447,"ACT, EFF, PAT",mutari ac misceri omnia cerneres,,,,perche EFF?,
SlaT-2863-n1,sum,v#v-w2_MPf236_MP,doppio dativo?,,,,,,,,,
SlaT-2863-n3,toleror,v#v-w1162_MPf1_MP,tolero-02,v#00668099,128354,"ACT, PAT",dubias atque asperas res facile toleraverant,,,,toleror (dep) mapped to tolero (act),
SlaT-2863-n17,opto,v#v-w599_MPf2_MP,opto-04,v#01825237,115160,"ACT, PAT","iis otium divitiaeque, optanda alias, oneri miseriaeque fuere",,,,,
2864a1,cresco,v#v-w648_MPf3_MP,cresco-03,v#00230746,96925,ACT,civitas [...] brevi creverit,,,,,
2864a3,cupido,v#v-w1129_MPf2_MP,,,,,honoris cupido,,NON-EVENT,,nominal frame: cupido-03,
SlaT-2864-n5,cresco,v#v-w648_MPf3_MP,cresco-03,v#00230746,96925,ACT,civitas [...] brevi creverit,,,,,
SlaT-2864-n7,cupido,v#v-w1129_MPf2_MP,,,,,honoris cupido,,NON-EVENT,,nominal frame: cupido-03,
SlaT-2865-n1,sum,v#v-w2_MPf100_MP,identity-91,,,,,,,,,
SlaT-2866-n3,subverto,v#v-w1163_MPf1_MP,subuerto-03/subuerto-02,v#01565028/v#01564144,126484,"ACT, PAT",avaritia fidem probitatem ceterasque artis bonas subuortit,,merge,,,
SlaT-2867-n1,edoceo,v#v-w553_MPf2_MP,edoceo-01,v#00829107,100579,"ACT, ADDR, PAT","pro his superbiam, crudelitatem, deos neglegere, omnia venalia habere edocuit",,,,,
SlaT-2867-n6,neglego,v#v-w1164_MPf1_MP,neglego-NEW-01,v#00800930,113552,"ACT, PAT","pro his superbiam, crudelitatem, deos neglegere, omnia venalia habere edocuit",bar from attention or consideration,,,,
SlaT-2867-n8,habeo,v#v-w73_MPf56_MP,habeo-07,v#00689950,105044,"ACT, EFF, PAT",virtus clara aeternaque habetur,,,,,
SlaT-2868-n1,subago,v#v-w1165_MPf1_MP,subigo-NEW-13,v#01650425,126124,"ACT,INTT,PAT",ambitio multos mortalis falsos fieri subegit,urge or force (a person) to an action; constrain or motivate,,,wrong lemma in TG,
SlaT-2868-n7,fio,v#v-w565_MPf15_MP,fio-01,v#00149583,103328,"ACT, PAT",ambitio multos mortalis falsos fieri subegit,,,,"I thought EFF was necessary (in V1 there's ACT, PAT, EFF as obl), but compare with Czech Vallex, both PDT and non-PDT: stá(va)t se has ACT, PAT; example: stal se z chlapce mužem; s. se majitelem krásné ženy. || different than other fio-01",
2868a1,habeo,v#v-w73_MPf68_MP,habeo-NEW-25,TBD,105044,"ACT, PAT, EFF",coepere se quisque magis extollere magisque ingenium in promptu habere,"hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity",,,,
SlaT-2868-n10,claudo,v#v-w609_MPf4_MP,claudo2-17,v#02423762,97555,"ACT, PAT","aliud clausum in pectore, aliud in lingua promptum habere",,,,,
SlaT-2868-n12,habeo,v#v-w73_MPf65_MP,habeo-NEW-25,TBD,105044,"ACT, PAT, EFF",coepere se quisque magis extollere magisque ingenium in promptu habere,"hold or keep a person or thing in any condition or quality; [WN] cause to continue in a certain state, position, or activity",,,,
SlaT-2868-n16,aestimo,v#v-w189_MPf4_MP,aestimo-03,v#00681429,87940,"ACT, PAT",amicitias inimicitiasque non ex re sed ex commodo aestumare,,,,,
SlaT-2868-n24,habeo,v#v-w73_MPf15_MP,have-91,,,,,,,,,
2868a11,habeo,v#v-w73_MPf16_MP,have-91,,,,,,,,,
SlaT-2869-n2,cresco,v#v-w648_MPf4_MP,cresco-08,v#00555084,96925,ACT,"haec primo paulatim crescere, interdum vindicari",,,,,
SlaT-2869-n6,vindico,v#v-w24_MPf11_MP,uindico-11,v#02499629,130252,"ACT, PAT","in bello saepius vindicatum est in eos, qui contra imperium in hostem pugnaverant",,,,,
SlaT-2870-n3,invado,v#v-w733_MPf5_MP,inuado2-NEW-06,v#01380122,108786,ACT,contagio quasi pestilentia invasit,become distributed or widespread,,,,
SlaT-2870-n6,inmuto,v#v-w1115_MPf2_MP,immuto-NEW-01,v#00126264,106463,"ACT, PAT",fortuna simul cum moribus immutatur,cause to change; make different; cause a transformation,,,,
SlaT-2870-n8,facio,v#v-w76_MPf49_MP,facio-05,v#00120675,102758,"ACT, EFF, PAT",ut [...] ex pulcherruma atque optuma pessuma ac flagitiosissuma facta sit,,,,,
SlaT-2870-n15,intolero,v#v-w1166_MPf1_MP,intolero-NEW-01,,108720,"ACT, PAT",imperium ex iustissumo atque optumo crudele intolerandumque factum,not bear,,,,
